rma,part_no,part_description,vie_name
FMSV2023090223,68A1295935A,FLEXIBLE SECTION ASSY,Vỏ ống luồn
FMSV2023090223,23B8087081,ISA RING 2,Vòng sắt
FMSV2023090223,23B1040417A,ISA RING 1,Vòng sắt
FMSV2023090223,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2023090223,42B593410A,PIPE SLEEVE,Ống nối (đồng)
FMSV2023090223,342A1295887A,BENDING SECTION ASSY,Bộ phận uốn cong
FMSV2023090223,343A1295408G,LG FLEXIBLE SECTION ASSY ROHS,Vỏ ống dẫn
FMSV2023090223,343A1331775D,VIDEO CONNECTOR ASS'Y,Bộ phận kết nối tín hiệu
FMSV2023090223,56B11069912,BELT,dây đai
FMSV2023090223,57A1235205C,AIRTIGHT CAP,Nắp chống nước
FMSV2023090223,68B9893902,RUBBER FOR BSA ROHS,Vỏ cao su
FMSV2023090224,343A1305105G,ISA-G366A,Bộ phận thân ống soi
FMSV2023090224,54A3792390,NUT ASSY,Đai ốc (đồng)
FMSV2023090224,42B13320050,SLEEVE FG390A ROHS,Ống nối (đồng)
FMSV2023090225,342A1295820E,BSA  G391A,Bộ phận uốn cong
FMSV2023090225,42B632243A,SLEEVE ROHS,Ống nối (đồng)
FMSV2023090225,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2023090225,68A1296102E,FSA-G391A,Vỏ ống luồn
FMSV2023090225,23B1276136A,ISA RING 2,Vòng sắt
FMSV2023090225,23B1040417A,ISA RING 1,Vòng sắt
FMSV2023090225,68B989926A,RBS-G181A,Vỏ cao su
FMSV2023090225,343A1295408G,LG FLEXIBLE SECTION ASSY ROHS,Vỏ ống dẫn
FMSV2023090225,343A1331775D,VIDEO CONNECTOR ASS'Y,Bộ phận kết nối tín hiệu
FMSV2023090225,57A1235205C,AIRTIGHT CAP,Nắp chống nước
FMSV2023090225,56B11069912,BELT,dây đai
FMSV2023090225,371Y200079_,NOZZLE,Vòi phun
FMSV2023090225,317Y200047_,CAP,Nắp nhựa
FMSV2023090226,113Y120182S,Patient PCB,Bo mạch giao tiếp
FMSV2023090227,113Y200042C,MAIN PCB,Bo mạch chính
FMSV2023090227,142K1294530,HEAT SINK ASSY,Bộ tản nhiệt
FMSV2023090228,28A1259770C,IRIS ASSY,Bộ điều khiển ánh sáng
FMSV2023090229,342A1295887A,BENDING SECTION ASSY,Bộ phận uốn cong
FMSV2023090229,68B9893902,RUBBER FOR BSA ROHS,Vỏ cao su
FMSV2023090229,68A1295935A,FLEXIBLE SECTION ASSY,Vỏ ống luồn
FMSV2023090229,23B8087081,ISA RING 2,Vòng sắt
FMSV2023090229,60B10404180,O-RING,Vòng cao su
FMSV2023090229,23B1040417A,ISA RING 1,Vòng sắt
FMSV2023090229,120M200201T_,SCREW,Ốc vít
FMSV2023090229,68B1235415A,FCT RING,Vòng sắt
FMSV2023090229,68A1304877A,FCT-C692A,Kênh sinh thiết
FMSV2023090229,370Y200585_,AW TUBE ASS'Y,Kênh khí nước
FMSV2023090229,68B12952250,WATER JET TUBE,Kênh nước phụ
FMSV2023090229,338Y130037A,COVER PLATE,Vỏ nhựa
FMSV2023090229,42B593410A,PIPE SLEEVE,Ống nối (đồng)
FMSV2023090229,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2023090230,343A1335335A,ISA-C361A,Bộ phận thân ống soi
FMSV2023090230,343A1212241B,VIDEO CONNECTOR ASS'Y,Bộ phận kết nối tín hiệu
FMSV2023090230,343A10322680,LG FLEXIBLE SECTION,Vỏ ống dẫn
FMSV2023090230,42B1289482A,SLEEVE(ANGLE)5 FC675A ROHS,Ống nối (đồng)
FMSV2023090230,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2023090231,370Y200577A,FCT-G76D,Kênh sinh thiết
FMSV2023090231,68B12541530,FCT RING,Vòng sắt
FMSV2023090231,370Y200600_,AIR TUBE,Kênh khí
FMSV2023090231,370Y200595_,WATER TUBE,Kênh nước
FMSV2023090231,317N120038B,CAP(NEW DTA),Nắp nhựa
FMSV2023090231,371Y200046_,NOZZLE,Vòi phun
FMSV2023090231,68A1064597J,FSA-G227A,Vỏ ống luồn
FMSV2023090231,23B1021211A,ISA RING 2,Vòng sắt
FMSV2023090231,23B1040417A,ISA RING 1,Vòng sắt
FMSV2023090231,342A1064584G,BSA-G227A,Bộ phận uốn cong
FMSV2023090231,42B632243A,SLEEVE ROHS,Ống nối (đồng)
FMSV2023090231,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2023090231,68B10646901,RUBBER FOR BSA ROHS,Vỏ cao su
FMSV2023090231,343A1295408G,LG FLEXIBLE SECTION ASSY ROHS,Vỏ ống dẫn
FMSV2023090231,343A1331621D,VIDEO CONNECTOR ASS’Y,Bộ phận kết nối tín hiệu
FMSV2023090231,57A1235205C,AIRTIGHT CAP,Nắp chống nước
FMSV2023090231,56B11069912,BELT,dây đai
FMSV2023090232,343A13050790,ISA-G201A-6(AT/WT),Bộ phận thân ống soi
FMSV2023090232,343A1295408G,LG FLEXIBLE SECTION ASSY ROHS,Vỏ ống dẫn
FMSV2023090232,343A1331615E,VIDEO CONNECTOR ASS'Y,Bộ phận kết nối tín hiệu
FMSV2023090232,42B632243A,SLEEVE ROHS,Ống nối (đồng)
FMSV2023090232,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2023090233,820Y120202D,ISA-G246A,Bộ phận thân ống soi
FMSV2023090233,56B11069912,BELT,dây đai
FMSV2023090233,42B632243A,SLEEVE ROHS,Ống nối (đồng)
FMSV2023090233,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2023090234,42B593410A,PIPE SLEEVE,Ống nối (đồng)
FMSV2023090234,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2023090234,343A1331775D,VIDEO CONNECTOR ASS'Y,Bộ phận kết nối tín hiệu
FMSV2023090234,16A1327739D,LR LOCK KNOB,Khóa điều khiển
FMSV2023090234,370Y200639D,ISA-C692A,Bộ phận thân ống soi
FMSV2023090235,820Y120202D,ISA-G246A,Bộ phận thân ống soi
FMSV2023090235,343A1331621D,VIDEO CONNECTOR ASS’Y,Bộ phận kết nối tín hiệu
FMSV2023090235,343A1295408G,LG FLEXIBLE SECTION ASSY ROHS,Vỏ ống dẫn
FMSV2023090235,57A1235205C,AIRTIGHT CAP,Nắp chống nước
FMSV2023090235,56B11069912,BELT,dây đai
FMSV2023090235,42B632243A,SLEEVE ROHS,Ống nối (đồng)
FMSV2023090235,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2023090236,371Y200046_,NOZZLE,Vòi phun
FMSV2023090236,317N120038B,CAP(NEW DTA),Nắp nhựa
FMSV2023090236,7A1069949B,LGB-G227A,Dây dẫn sáng
FMSV2023090236,370Y200577A,FCT-G76D,Kênh sinh thiết
FMSV2023090236,68B12541530,FCT RING,Vòng sắt
FMSV2023090236,370Y200600_,AIR TUBE,Kênh khí
FMSV2023090236,370Y200595_,WATER TUBE,Kênh nước
FMSV2023090236,342A1064584G,BSA-G227A,Bộ phận uốn cong
FMSV2023090236,68B10646901,RUBBER FOR BSA ROHS,Vỏ cao su
FMSV2023090236,42B632243A,SLEEVE ROHS,Ống nối (đồng)
FMSV2023090236,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2023090237,858Y200031D,VCA,Bộ phận kết nối tín hiệu
FMSV2023090237,343A1295408G,LG FLEXIBLE SECTION ASSY ROHS,Vỏ ống dẫn
FMSV2023090238,820Y120202D,ISA-G246A,Bộ phận thân ống soi
FMSV2023090238,42B632243A,SLEEVE ROHS,Ống nối (đồng)
FMSV2023090238,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2023090238,42B12891190,SLIDE SLEEVE,Ống nối
FMSV2023090239,23B1021211A,ISA RING 2,Vòng sắt
FMSV2023090239,23B1040417A,ISA RING 1,Vòng sắt
FMSV2023090239,68A1064597J,FSA-G227A,Vỏ ống luồn
FMSV2023090239,68B10646901,RUBBER FOR BSA ROHS,Vỏ cao su
FMSV2023090239,343A1295408G,LG FLEXIBLE SECTION ASSY ROHS,Vỏ ống dẫn
FMSV2023090239,343A1331621D,VIDEO CONNECTOR ASS’Y,Bộ phận kết nối tín hiệu
FMSV2023090240,820Y120202D,ISA-G246A,Bộ phận thân ống soi
FMSV2023090240,42B632243A,SLEEVE ROHS,Ống nối (đồng)
FMSV2023090240,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2023090240,343A1295408G,LG FLEXIBLE SECTION ASSY ROHS,Vỏ ống dẫn
FMSV2023090240,343A1331621D,VIDEO CONNECTOR ASS’Y,Bộ phận kết nối tín hiệu
FMSV2023090240,57A1235205C,AIRTIGHT CAP,Nắp chống nước
FMSV2023090240,56B11069912,BELT,dây đai
FMSV2023090241,342A1295820E,BSA  G391A,Bộ phận uốn cong
FMSV2023090241,68B989926A,RBS-G181A,Vỏ cao su
FMSV2023090241,23B1276136A,ISA RING 2,Vòng sắt
FMSV2023090241,23B1040417A,ISA RING 1,Vòng sắt
FMSV2023090241,68A1296102E,FSA-G391A,Vỏ ống luồn
FMSV2023090241,68B12541530,FCT RING,Vòng sắt
FMSV2023090241,68A1304928B,FCT-G391A,Kênh sinh thiết
FMSV2023090241,370Y200592_,AIR/WATER TUBE ASS''Y,Kênh khí nước
FMSV2023090241,68B1318113A,J TUBE,Kênh nước phụ
FMSV2023090241,42B632243A,SLEEVE ROHS,Ống nối (đồng)
FMSV2023090241,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2023090241,121A1327224H,MM SWITCH,Nút nhấn
FMSV2023090242,42B632243A,SLEEVE ROHS,Ống nối (đồng)
FMSV2023090242,54A3792370,NUT ASSY,Đai ốc (đồng)
FMSV2023090242,820Y120202D,ISA-G246A,Bộ phận thân ống soi
FMSV2023090242,343A1295408G,LG FLEXIBLE SECTION ASSY ROHS,Vỏ ống dẫn
FMSV2023090242,343A1331621D,VIDEO CONNECTOR ASS’Y,Bộ phận kết nối tín hiệu
FMSV2023090246,343N130105B,Bottle Holder,Giá đỡ bình nước
FMSV2023090246,28A1259770C,IRIS ASSY,Bộ điều khiển ánh sáng
FMSV2023090247,7A1295890D,LG FC692A ROHS,Dây dẫn sáng
FMSV2023090247,342A1295887A,BENDING SECTION ASSY,Bộ phận uốn cong
FMSV2023090247,68B9893902,RUBBER FOR BSA ROHS,Vỏ cao su
FMSV2023090247,23B8087081,ISA RING 2,Vòng sắt
FMSV2023090247,23B1040417A,ISA RING 1,Vòng sắt
FMSV2023090247,68A1295935A,FLEXIBLE SECTION ASSY,Vỏ ống luồn
FMSV2023090247,42B593410A,PIPE SLEEVE,Ống nối (đồng)
FMSV2023090247,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2023090247,343A1295408G,LG FLEXIBLE SECTION ASSY ROHS,Vỏ ống dẫn
FMSV2023090247,343A1331775D,VIDEO CONNECTOR ASS'Y,Bộ phận kết nối tín hiệu
FMSV2023090247,30A1335314A,LG PROBE2,Ống dẫn sáng
FMSV2023090248,342A1295820E,BSA  G391A,Bộ phận uốn cong
FMSV2023090248,68B989926A,RBS-G181A,Vỏ cao su
FMSV2023090248,68A1296102E,FSA-G391A,Vỏ ống luồn
FMSV2023090248,23B1276136A,ISA RING 2,Vòng sắt
FMSV2023090248,23B1040417A,ISA RING 1,Vòng sắt
FMSV2023090248,68B12541530,FCT RING,Vòng sắt
FMSV2023090248,68A1304928B,FCT-G391A,Kênh sinh thiết
FMSV2023090248,370Y200592_,AIR/WATER TUBE ASS''Y,Kênh khí nước
FMSV2023090248,68B1318113A,J TUBE,Kênh nước phụ
FMSV2023090248,42B632243A,SLEEVE ROHS,Ống nối (đồng)
FMSV2023090248,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2023090249,28A1259770C,IRIS ASSY,Bộ điều khiển ánh sáng
FMSV2023090249,319A1264973P,LAMP POWER SUPPLY,Bộ nguồn
FMSV2023090250,113Y200042C,MAIN PCB,Bo mạch chính
FMSV2023090250,142K129453_,HEAT SINK ASSY,Bộ tản nhiệt
FMSV2023090252,28A1259770C,IRIS ASSY,Bộ điều khiển ánh sáng
FMSV2023090254,10A1304570J,CHA-G391A,Đầu thu hình
FMSV2023090254,68A1304928B,FCT-G391A,Kênh sinh thiết
FMSV2023090254,68B12541530,FCT RING,Vòng sắt
FMSV2023090254,370Y200592_,AIR/WATER TUBE ASS''Y,Kênh khí nước
FMSV2023090254,68B1318113A,J TUBE,Kênh nước phụ
FMSV2023090254,317Y200047_,CAP,Nắp nhựa
FMSV2023090254,371Y200079_,NOZZLE,Vòi phun
FMSV2023090254,342A1295820E,BSA  G391A,Bộ phận uốn cong
FMSV2023090254,42B632243A,SLEEVE ROHS,Ống nối (đồng)
FMSV2023090254,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2023090254,343A1295408G,LG FLEXIBLE SECTION ASSY ROHS,Vỏ ống dẫn
FMSV2023090254,343A1331775D,VIDEO CONNECTOR ASS'Y,Bộ phận kết nối tín hiệu
FMSV2023090255,343A1305054E,ISA-G313A,Bộ phận thân ống soi
FMSV2023090255,343A1295408G,LG FLEXIBLE SECTION ASSY ROHS,Vỏ ống dẫn
FMSV2023090255,113Y200191_,AFE PCB ASSY ROHS,Bo mạch
FMSV2023090255,110A1318460D,530 MICON PCB,Bo mạch
FMSV2023090255,42B632243A,SLEEVE ROHS,Ống nối (đồng)
FMSV2023090255,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2023090256,342A1251556A,BSA-C642A,Bộ phận uốn cong
FMSV2023090256,68B1207810A,RUBBER FOR BSA,Vỏ cao su
FMSV2023090256,350Y120229A,RUBBERCONE SET,Tay nắm cao su
FMSV2023090256,68A12515180,FSA-C642AH / 9.3,Vỏ ống luồn
FMSV2023090256,23B8087081,ISA RING 2,Vòng sắt
FMSV2023090256,23B1040417A,ISA RING 1,Vòng sắt
FMSV2023090256,42B593410A,PIPE SLEEVE,Ống nối (đồng)
FMSV2023090256,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2023090256,343A1295408G,LG FLEXIBLE SECTION ASSY ROHS,Vỏ ống dẫn
FMSV2023090256,42B12891190,SLIDE SLEEVE,Ống nối
FMSV2023090256,56A1082711A,WIRE ASSY,Dây cáp (thép)
FMSV2023090256,57B12733300,CAP,Nắp nhựa
FMSV2023090256,371Y200052_,NOZZLE,Vòi phun
FMSV2023090257,343A12515850,INSERTING SECTION,Bộ phận thân ống soi
FMSV2023090257,42B593410A,PIPE SLEEVE,Ống nối (đồng)
FMSV2023090257,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2023090257,343A1295408G,LG FLEXIBLE SECTION ASSY ROHS,Vỏ ống dẫn
FMSV2023090258,23B8087081,ISA RING 2,Vòng sắt
FMSV2023090258,23B1040417A,ISA RING 1,Vòng sắt
FMSV2023090258,68A1295935A,FLEXIBLE SECTION ASSY,Vỏ ống luồn
FMSV2023090258,342A1295887A,BENDING SECTION ASSY,Bộ phận uốn cong
FMSV2023090258,68B9893902,RUBBER FOR BSA ROHS,Vỏ cao su
FMSV2023090258,42B593410A,PIPE SLEEVE,Ống nối (đồng)
FMSV2023090258,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2023090258,343A1331775D,VIDEO CONNECTOR ASS'Y,Bộ phận kết nối tín hiệu
FMSV2023090258,343A1295408G,LG FLEXIBLE SECTION ASSY ROHS,Vỏ ống dẫn
FMSV2023090259,7A1296088B,LG-G391A,Dây dẫn sáng
FMSV2023090259,68B1318113A,J TUBE,Kênh nước phụ
FMSV2023090259,370Y200592_,AIR/WATER TUBE ASS''Y,Kênh khí nước
FMSV2023090259,68B12541530,FCT RING,Vòng sắt
FMSV2023090259,68A1304928B,FCT-G391A,Kênh sinh thiết
FMSV2023090259,317Y200047_,CAP,Nắp nhựa
FMSV2023090259,371Y200079_,NOZZLE,Vòi phun
FMSV2023090259,342A1295820E,BSA  G391A,Bộ phận uốn cong
FMSV2023090259,42B632243A,SLEEVE ROHS,Ống nối (đồng)
FMSV2023090259,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2023090259,68A1296102E,FSA-G391A,Vỏ ống luồn
FMSV2023090259,23B1276136A,ISA RING 2,Vòng sắt
FMSV2023090259,23B1040417A,ISA RING 1,Vòng sắt
FMSV2023090259,68B989926A,RBS-G181A,Vỏ cao su
FMSV2023090259,343A1295408G,LG FLEXIBLE SECTION ASSY ROHS,Vỏ ống dẫn
FMSV2023090260,10A1304570J,CHA-G391A,Đầu thu hình
FMSV2023090260,68A1304928B,FCT-G391A,Kênh sinh thiết
FMSV2023090260,68B12541530,FCT RING,Vòng sắt
FMSV2023090260,370Y200592_,AIR/WATER TUBE ASS''Y,Kênh khí nước
FMSV2023090260,68B1318113A,J TUBE,Kênh nước phụ
FMSV2023090260,317Y200047_,CAP,Nắp nhựa
FMSV2023090260,371Y200079_,NOZZLE,Vòi phun
FMSV2023090260,42B632243A,SLEEVE ROHS,Ống nối (đồng)
FMSV2023090260,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2023090260,342A1295820E,BSA  G391A,Bộ phận uốn cong
FMSV2023090260,68B989926A,RBS-G181A,Vỏ cao su
FMSV2023090261,10A1304570J,CHA-G391A,Đầu thu hình
FMSV2023090261,68B989926A,RBS-G181A,Vỏ cao su
FMSV2023090262,820Y200295E,INSERTING SECTION,Bộ phận thân ống soi
FMSV2023090262,42B632243A,SLEEVE ROHS,Ống nối (đồng)
FMSV2023090262,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2023090262,343A1295408G,LG FLEXIBLE SECTION ASSY ROHS,Vỏ ống dẫn
FMSV2023090265,343A1295786D,LG FLEXIBLE SECTION,Vỏ ống dẫn
FMSV2023090265,42B12891190,SLIDE SLEEVE,Ống nối
FMSV2023090265,23B10212111,ISA RING 2,Vòng sắt
FMSV2023090265,23B10404170,FSA RING,Vòng sắt
FMSV2023090265,68A11413240,FSA-Y882AH / 5.9,Vỏ ống luồn
FMSV2023090265,342A1141321F,BSA-C882A,Bộ phận uốn cong
FMSV2023090265,68B10004220,RBS-C112B,Vỏ cao su
FMSV2023090265,7A1162086B,LGB-A882A ROHS,Dây dẫn sáng
FMSV2023090265,68B1254100A,AIR WATER TUBE,Kênh khí nước
FMSV2023090265,68A1253919A,A/W TUBE,Kênh khí nước
FMSV2023090265,42B593410A,PIPE SLEEVE,Ống nối (đồng)
FMSV2023090265,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2023090268,10A1304570J,CHA-G391A,Đầu thu hình
FMSV2023090268,370Y200592_,AIR/WATER TUBE ASS''Y,Kênh khí nước
FMSV2023090268,68B1318113A,J TUBE,Kênh nước phụ
FMSV2023090268,68A1304928B,FCT-G391A,Kênh sinh thiết
FMSV2023090268,68B12541530,FCT RING,Vòng sắt
FMSV2023090268,317Y200047_,CAP,Nắp nhựa
FMSV2023090268,371Y200079_,NOZZLE,Vòi phun
FMSV2023090268,342A1295820E,BSA  G391A,Bộ phận uốn cong
FMSV2023090268,42B632243A,SLEEVE ROHS,Ống nối (đồng)
FMSV2023090268,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2023090268,343A1295408G,LG FLEXIBLE SECTION ASSY ROHS,Vỏ ống dẫn
FMSV2023090268,68B989926A,RBS-G181A,Vỏ cao su
FMSV2023090269,342A1295820E,BSA  G391A,Bộ phận uốn cong
FMSV2023090269,68B12541530,FCT RING,Vòng sắt
FMSV2023090269,68A1304928B,FCT-G391A,Kênh sinh thiết
FMSV2023090269,370Y200592_,AIR/WATER TUBE ASS''Y,Kênh khí nước
FMSV2023090269,68B1318113A,J TUBE,Kênh nước phụ
FMSV2023090269,10A1304570J,CHA-G391A,Đầu thu hình
FMSV2023090269,343A1331775D,VIDEO CONNECTOR ASS'Y,Bộ phận kết nối tín hiệu
FMSV2023090269,42B632243A,SLEEVE ROHS,Ống nối (đồng)
FMSV2023090269,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2023090269,68B989926A,RBS-G181A,Vỏ cao su
FMSV2023090269,343A1295408G,LG FLEXIBLE SECTION ASSY ROHS,Vỏ ống dẫn
FMSV2023090275,342A1295820E,BSA  G391A,Bộ phận uốn cong
FMSV2023090275,68B989926A,RBS-G181A,Vỏ cao su
FMSV2023090275,68B12541530,FCT RING,Vòng sắt
FMSV2023090275,68A1304928B,FCT-G391A,Kênh sinh thiết
FMSV2023090275,370Y200592_,AIR/WATER TUBE ASS''Y,Kênh khí nước
FMSV2023090275,68B1318113A,J TUBE,Kênh nước phụ
FMSV2023090275,42B632243A,SLEEVE ROHS,Ống nối (đồng)
FMSV2023090275,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2023090275,343A1331775D,VIDEO CONNECTOR ASS'Y,Bộ phận kết nối tín hiệu
FMSV2023090275,343A1295408G,LG FLEXIBLE SECTION ASSY ROHS,Vỏ ống dẫn
FMSV2023090275,56B11069912,BELT,dây đai
FMSV2023090275,57A1235205C,AIRTIGHT CAP,Nắp chống nước
FMSV2023090276,68A1295935A,FLEXIBLE SECTION ASSY,Vỏ ống luồn
FMSV2023090276,342A1295887A,BENDING SECTION ASSY,Bộ phận uốn cong
FMSV2023090276,68B9893902,RUBBER FOR BSA ROHS,Vỏ cao su
FMSV2023090276,23B8087081,ISA RING 2,Vòng sắt
FMSV2023090276,23B1040417A,ISA RING 1,Vòng sắt
FMSV2023090276,350Y120229A,RUBBERCONE SET,Tay nắm cao su
FMSV2023090276,42B593410A,PIPE SLEEVE,Ống nối (đồng)
FMSV2023090276,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2023090276,68B1235415A,FCT RING,Vòng sắt
FMSV2023090276,68A1304877A,FCT-C692A,Kênh sinh thiết
FMSV2023090276,370Y200585_,AW TUBE ASS'Y,Kênh khí nước
FMSV2023090276,68B12952250,WATER JET TUBE,Kênh nước phụ
FMSV2023090276,343A1331775D,VIDEO CONNECTOR ASS'Y,Bộ phận kết nối tín hiệu
FMSV2023090276,343A1295408G,LG FLEXIBLE SECTION ASSY ROHS,Vỏ ống dẫn
FMSV2023090276,56A1082711A,WIRE ASSY,Dây cáp (thép)
FMSV2023090277,68A1295935A,FLEXIBLE SECTION ASSY,Vỏ ống luồn
FMSV2023090277,23B8087081,ISA RING 2,Vòng sắt
FMSV2023090277,23B1040417A,ISA RING 1,Vòng sắt
FMSV2023090277,342A1295887A,BENDING SECTION ASSY,Bộ phận uốn cong
FMSV2023090277,68B9893902,RUBBER FOR BSA ROHS,Vỏ cao su
FMSV2023090277,68B1235415A,FCT RING,Vòng sắt
FMSV2023090277,68A1304877A,FCT-C692A,Kênh sinh thiết
FMSV2023090277,370Y200585_,AW TUBE ASS'Y,Kênh khí nước
FMSV2023090277,68B12952250,WATER JET TUBE,Kênh nước phụ
FMSV2023090277,42B593410A,PIPE SLEEVE,Ống nối (đồng)
FMSV2023090277,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2023090278,820Y200295E,INSERTING SECTION,Bộ phận thân ống soi
FMSV2023090278,42B632243A,SLEEVE ROHS,Ống nối (đồng)
FMSV2023090278,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2023090278,42B12891190,SLIDE SLEEVE,Ống nối
FMSV2023090278,56B11069912,BELT,dây đai
FMSV2023090279,68A1295935A,FLEXIBLE SECTION ASSY,Vỏ ống luồn
FMSV2023090279,23B8087081,ISA RING 2,Vòng sắt
FMSV2023090279,23B1040417A,ISA RING 1,Vòng sắt
FMSV2023090279,342A1295887A,BENDING SECTION ASSY,Bộ phận uốn cong
FMSV2023090279,68B9893902,RUBBER FOR BSA ROHS,Vỏ cao su
FMSV2023090279,68B1235415A,FCT RING,Vòng sắt
FMSV2023090279,68A1304877A,FCT-C692A,Kênh sinh thiết
FMSV2023090279,370Y200585_,AW TUBE ASS'Y,Kênh khí nước
FMSV2023090279,68B12952250,WATER JET TUBE,Kênh nước phụ
FMSV2023090279,42B593410A,PIPE SLEEVE,Ống nối (đồng)
FMSV2023090279,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2023090279,56B11069912,BELT,dây đai
FMSV2023090282,10A1304570J,CHA-G391A,Đầu thu hình
FMSV2023090282,68B12541530,FCT RING,Vòng sắt
FMSV2023090282,68A1304928B,FCT-G391A,Kênh sinh thiết
FMSV2023090282,370Y200592_,AIR/WATER TUBE ASS''Y,Kênh khí nước
FMSV2023090282,68B1318113A,J TUBE,Kênh nước phụ
FMSV2023090282,371Y200079_,NOZZLE,Vòi phun
FMSV2023090282,317Y200047_,CAP,Nắp nhựa
FMSV2023090282,342A1295820E,BSA  G391A,Bộ phận uốn cong
FMSV2023090282,68B989926A,RBS-G181A,Vỏ cao su
FMSV2023090282,42B632243A,SLEEVE ROHS,Ống nối (đồng)
FMSV2023090282,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2023090282,343A1331775D,VIDEO CONNECTOR ASS'Y,Bộ phận kết nối tín hiệu
FMSV2023090282,343A1295408G,LG FLEXIBLE SECTION ASSY ROHS,Vỏ ống dẫn
FMSV2023090282,56B11069912,BELT,dây đai
FMSV2023090282,57A1235205C,AIRTIGHT CAP,Nắp chống nước
FMSV2023090287,42B632243A,SLEEVE ROHS,Ống nối (đồng)
FMSV2023090287,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2023090287,113Y200431B,NT TGCONT PCB,Bo mạch
FMSV2023090287,113Y200432B,NEW TV INTERFACE PCB,Bo mạch
FMSV2023090287,343A13050790,ISA-G201A-6(AT/WT),Bộ phận thân ống soi
FMSV2023090287,343A1295408G,LG FLEXIBLE SECTION ASSY ROHS,Vỏ ống dẫn
FMSV2023090289,28A1259770C,IRIS ASSY,Bộ điều khiển ánh sáng
FMSV2023090290,28A1259770C,IRIS ASSY,Bộ điều khiển ánh sáng
FMSV2023100003,57A12657220,CAP,Nắp nhựa
FMSV2023100003,68B9147762,NOZZLE,Vòi phun
FMSV2023100003,10A1225233B,CHA-C309A,Đầu thu hình
FMSV2023100003,23B8087081,ISA RING 2,Vòng sắt
FMSV2023100003,23B1040417A,ISA RING 1,Vòng sắt
FMSV2023100003,68A1318089C,FLEXIBLE SECTION (C308JH) ROHS,Vỏ ống luồn
FMSV2023100003,68B1207810A,RUBBER FOR BSA,Vỏ cao su
FMSV2023100006,68A1296102E,FSA-G391A,Vỏ ống luồn
FMSV2023100006,23B1276136A,ISA RING 2,Vòng sắt
FMSV2023100006,23B1040417A,ISA RING 1,Vòng sắt
FMSV2023100006,68B989926A,RBS-G181A,Vỏ cao su
FMSV2023100006,68A1304928B,FCT-G391A,Kênh sinh thiết
FMSV2023100006,68B12541530,FCT RING,Vòng sắt
FMSV2023100006,370Y200592_,AIR/WATER TUBE ASS''Y,Kênh khí nước
FMSV2023100006,68B1318113A,J TUBE,Kênh nước phụ
FMSV2023100006,7A1296088D,LG-G391A,Dây dẫn sáng
FMSV2023100010,10A1230572A,CHA-G201A ROHS,Đầu thu hình
FMSV2023100010,606Y200046B,LG BUNDLE,Dây dẫn sáng
FMSV2023100010,370Y200595_,WATER TUBE,Kênh nước
FMSV2023100010,370Y200600_,AIR TUBE,Kênh khí
FMSV2023100010,342A979721F,BSA-G166A,Bộ phận uốn cong
FMSV2023100010,68B9804212,RUBBER FOR BSA ROHS,Vỏ cao su
FMSV2023100010,42B632243A,SLEEVE ROHS,Ống nối (đồng)
FMSV2023100010,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2023100011,342A1251557C,BENDING SECTION C643A     ROHS,Bộ phận uốn cong
FMSV2023100011,42B593410A,PIPE SLEEVE,Ống nối (đồng)
